"Base License Number","Base Name","DBA","Year","Month","Month Name","Total Dispatched Trips","Total Dispatched Shared Trips","Unique Dispatched Vehicles"
"B01282","NEW LOTS C/S INC",,"2022","7","July","2,058","0","10"
"B00856","BEE-BEE CAR SERVICE INC.",,"2021","1","January","37,537","0","217"
"B02686","STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.",,"2016","2","February","232","0","27"
"B03329","KIDAULT KAR LLC.",,"2024","12","December","328","0","19"
"B02599","CMS LIMO INC.",,"2023","1","January","104","0","4"
"B03327","DAHLIA TRANSPORTATION CORP.",,"2022","3","March","395","0","5"
"B00254","XYZ TWO WAY RADIO",,"2015","9","September","22,706","0","308"
"B01200","NEW YORK APPLE CAR SERVICE INC","N Y LIMO & CAR SVCE","2025","1","January","8,317","0","127"
"b00987","MARLBORO CAR SERVICE INC.",,"2015","12","December","1,545","0","12"
"B01963","AFRO CAR SERVICE CORP",,"2022","9","September","3,146","0","17"
"B02162","A B C SHUTTLE SERVICES CORPORATION","ABC CAR SERVICES","2020","8","August","3,762","0","30"
"B02833","ADVANCED LUXURY LIMO SVC. INC.",,"2017","5","May","3,505","0","19"
"B01215","ECUADOOR CORP",,"2021","9","September","1,543","0","13"
"B01176","SANTO DOMINGO CAR LIMO SERVICES INC",,"2023","10","October","9,919","0","63"
"B02191","US LIMO SYSTEM INC",,"2019","4","April","367","0","15"
"B02429","SEAGULL RIDE CORP",,"2015","10","October","1,490","0","6"
"B01118","INTERNATIONAL CAR SERVICE INC.",,"2017","8","August","279","0","8"
"B01777","PREMIUM RADIO DISP & MULTI SVC",,"2023","1","January","1,268","0","18"
"B01398","ALEX EXP C/L INC",,"2015","4","April","30","0","7"
"B01087","ELITE LIMO PLUS INC",,"2017","9","September","20,812","0","453"
"B02770","CAVALIER CAR & LIMOUSINE, INC.",,"2021","6","June","337","0","7"
"B02229","NEW FAT INC.","ELEGANTE","2016","9","September","76","0","1"
"B00296","PRIME TIME TRANS. INC",,"2017","12","December","1,047","0","38"
"B02437","EXCELLENT CAR & LIMO SERVICE, INC.",,"2023","10","October","18,434","0","102"
"B02127","CONTINENTAL RIDE, INC.","I + I TRANSPORTATION","2020","9","September","27","0","2"
"B03085","A & A AMAZOON TRANSPORTATION INC.",,"2024","7","July","103","0","21"
"B03320","LIMOLINK INCORPORATED","LIMOLINK NY","2023","7","July","159","0","18"
"B02849","BROOKLYN RIDES CORP",,"2020","1","January","19,242","0","140"
"B02536","SEAGULL RIDE CORP",,"2016","9","September","1,898","0","6"
"B03033","FLEX EXPRESS CORP.",,"2023","12","December","1,890","0","19"
"B02213","EXPRESS 11 CAR SERVICE, INC.",,"2017","5","May","3,670","0","19"
"B02196","N & T DOUBLE DIAMOND LIMOUSINES, INC.",,"2019","3","March","14","0","4"
"B02330","OCHO LUXURY CAR, INC.","ACAPOLCO EXPRESS","2018","9","September","1,722","0","10"
"B02751","RELIANCE GROUP INC",,"2016","3","March","47","0","2"
"B03051","VILLE DE LA LIBERTE CHAUFFEUR INC",,"2020","10","October","2,330","0","18"
"B01454","FREEDOM LIMO & CAR SERVICE",,"2023","6","June","1,811","0","7"
"B00281","VEE CEE LIMOUSINE SERVICE, INC","NOSTRAND CAR SVCE","2016","4","April","2,979","0","14"
"B02182","FINEST CAR SERVICE, LLC",,"2015","7","July","360","0","3"
"B03335","ADARA NEMT CORP",,"2023","4","April","840","0","9"
"B02760","VISMAR RADIO DISPATCH INC.",,"2018","4","April","306","0","6"
"B03041","PUEBLA CITY INC.",,"2023","3","March","2,173","0","9"
"B02855","JUNIORS LUXURY INC","MEGA JUNIORS","2019","12","December","1,816","0","21"
"B02308","NORWOOD CAR & LIMO INC.",,"2015","12","December","1,285","0","23"
"B00856","BEE-BEE CAR SERVICE INC.",,"2021","7","July","41,835","0","197"
"B03537","MAX LUXURY CORP.",,"2025","3","March","1,151","0","8"
"B02799","CHURCH AVENUE EXPRESS INC",,"2016","10","October","1,771","0","12"
"B00277","ALL CITY CORP TRANS INC",,"2021","10","October","1,132","0","152"
"B02839","YERUSHALAYIM CAR&LIMO INC",,"2018","3","March","994","0","5"
"B03111","SELECT TRANS,INC",,"2019","9","September","231","0","19"
"B02316","AJAY CAR SERVICE, LLC.",,"2015","10","October","1,480","0","18"
"B02320","GDS TRANSPORTATION CORP.","UPPER CAR SERVICE","2019","8","August","759","0","10"
"B00446","COMMUNICAR INCORPORATED",,"2016","9","September","5,586","0","110"
"B01306","R N D TRANSPORTATION, INC.","MALONES CAR SVCE","2015","4","April","1,025","0","18"
"b00906","OLYMPIA OPERATING CAR SERVICE OF NY CORP.",,"2016","4","April","1,781","0","10"
"B02803","OUTSIDE'S CAR SERVICE INC.",,"2020","5","May","5,622","0","26"
"B00131","NEW MEXICANA CAR SERVICE II INC.","AZTECA EXPRESS","2019","3","March","1,092","0","9"
"B03157","CAPRICE CAR SERVICE CORP.",,"2024","3","March","3,714","0","34"
"B00975","T.J.Q. CAR SERVICE, INC.","QUALITY CAR SVCE","2025","1","January","1,346","0","10"
"B03361","D MANNY SAFE RIDE CORP.",,"2021","8","August","91","0","1"
"B02437","EXCELLENT CAR & LIMO SERVICE, INC.",,"2023","2","February","5,451","0","37"
"B02838","THA MAYA CAR SERVICE INC",,"2017","4","April","470","0","12"
"B01367","ROYAL DISPATCH SERVICES, INC.","EXECUTIVE CARS","2019","10","October","3,201","0","67"
"B02182","FINEST CAR SERVICE, LLC",,"2023","9","September","8,032","0","55"
"B02899","NEW BLACK LUXURY CARS CORP",,"2019","4","April","13,933","0","51"
"B02677","A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,"2026","2","February","22,815","0","138"
"B03551","IMMACULATE LIMO INC",,"2026","1","January","168","0","23"
"B01537","S.I. SPEED INC.",,"2015","4","April","4,488","0","18"
"B00823","EASTERN L.P.B.,INC.","EASTERN CAR SVCE","2018","4","April","13,182","0","105"
"B01899","ALLSTATE PRIVATE CAR & LIMO,INC",,"2021","9","September","16,215","0","105"
"B02423","77 EXPRESS CAR & LIMO SERVICE, INC.",,"2015","6","June","9","0","1"
"B02517","LOS PAISANOS LUXURY C/S INC.",,"2017","5","May","679","0","17"
"B02751","RELIANCE GROUP INC",,"2025","8","August","281","0","5"
"B00727","RECHEV OF BROOKLYN INC",,"2019","12","December","1,776","0","5"
"B02853","SAFE RIDES CAR & LIMO SERVICES INC",,"2024","4","April","13","0","2"
"B01288","NEW ELEGANTE CAR SVC INC","ELEGANTE","2017","1","January","5,608","0","40"
"B03250","SALAM CAR SERVICE INC.",,"2020","9","September","1,381","0","12"
"B01312","BROOKLYN RADIO DISPATCHER INC",,"2025","1","January","31,335","0","418"
"B03286","MITA LIMOUSINE, INC.",,"2025","9","September","175","0","12"
"B03282","HOLY TRANSPORTATION CORP.",,"2021","11","November","1,908","0","38"
"B01311","DISCOUNT CAR SVCE",,"2016","1","January","1,832","0","10"
"B01065","EL BARRIO'S CAR SERVICE LLC",,"2025","7","July","32,159","0","211"
"B00272","BIG APPLE CAR INC",,"2017","6","June","4,706","0","126"
"B02944","SCORPIO FIVE STAR CAR & LIMO SERVICE INC",,"2024","2","February","912","0","5"
"B02968","NEW GENERATION BLACK CAR TRANSPORTATION CORP.",,"2019","12","December","5,572","0","27"
"B01381","CLASSIC CAR SERVICE CORP.","PAISA CLASSIC","2019","4","April","1,976","0","22"
"B01273","PUERTO RICO CAR SERVICE INC.",,"2024","1","January","221","0","1"
"B02735","BEST DEAL CAR SERVICE 2,INC.",,"2015","9","September","4,793","0","80"
"B03113","MIKE'S VIP TRANSPORTATION INC.",,"2022","1","January","650","0","21"
"B01341","A NEW DAY RAD DISP INC",,"2017","4","April","6,173","0","43"
"B01667","NEW GOLDEN HORSE C/L SVC,INC.",,"2018","11","November","28,845","0","163"
"B02554","IMMEDIATE LUXURY CAR & LIMO SERVICE INC.",,"2018","8","August","10","0","1"
"B01779","APEX CAR & LIMO SVCE INC",,"2024","2","February","88","0","10"
"B02795","LIMO SEVEN TRANSPORTATION INC",,"2024","12","December","12,590","0","72"
"B00225","DELANCEY TRANSPORTATION INC.",,"2016","6","June","17,521","0","90"
"B02330","OCHO LUXURY CAR, INC.","ACAPOLCO EXPRESS","2015","9","September","8,756","0","9"
"B01742","AVALON TRANSPORTATION, LLC",,"2016","1","January","593","0","22"
"B03367","SHOW LIMO CORP.",,"2023","7","July","330","0","12"
"B02517","LOS PAISANOS LUXURY C/S INC.",,"2019","2","February","945","0","7"
"B03324","PORT RICHMOND BLACK CAR INC.",,"2021","10","October","224","0","2"
"B02133","TWR CAR & LIMO, INC.",,"2020","1","January","20,048","0","211"
"B02517","LOS PAISANOS LUXURY C/S INC.",,"2015","10","October","346","0","11"
"B00014","NY ONE CORP CAR INC",,"2017","9","September","6,311","0","147"
"B02207","EASTERN LUXURY, INC.",,"2020","1","January","14","0","12"
"B01606","LA MEXICANA EXPRESS INC.",,"2017","7","July","33,717","0","181"
"B03047","STS LUXURY, INC",,"2025","5","May","1,557","0","18"
"B01525","NORTHSIDE BK LLC",,"2018","5","May","6,226","0","123"
"B01413","SFL INC",,"2022","12","December","906","0","32"
"B03127","ULTIMATE BLACK CAR CORP.",,"2025","10","October","100","0","4"
"B00860","SEAMAN RADIO DISPATCHERS INC",,"2023","5","May","5,179","0","32"
"B02103","A & S LIMOUSINE SERVICE CORP",,"2017","5","May","16,732","0","105"
"B01351","HADERECH CAR SERVICE INC",,"2019","4","April","160","0","1"
"B01263","RACHEL'S CAR SERVICE,INC.",,"2017","11","November","7,718","0","23"
"B00254","XYZ TWO WAY RADIO",,"2021","8","August","5,428","0","97"
"B02881","DIANE CAR AND LIMO SERVICE LLC",,"2018","1","January","4,960","0","40"
"B03100","MORELOS CAR SERVICE INC.",,"2022","2","February","95","0","1"
"B02735","BEST DEAL CAR SERVICE 2,INC.",,"2016","6","June","2,940","0","84"
"B03085","A & A AMAZOON TRANSPORTATION INC.",,"2021","9","September","30","0","14"
"B00149","RAINBOW RAD DISP INC",,"2016","2","February","2,559","0","17"
"B03050","TORINKO NY, LLC",,"2024","8","August","122","0","11"
"B02671","COMMUNITY CAR SERVICE PRISCILLA CORP",,"2022","12","December","2,783","0","13"
"B01876","QUALITY EXECUTIVE LIMOUSINE L.L.C",,"2019","8","August","8","0","1"
"B01061","DAT RADIO DISP INC",,"2023","4","April","6,166","0","33"
"B03554","LEGACY RIDES LLC.",,"2025","7","July","3,244","0","40"
"B00647","KISS CAR SERVICE INC",,"2024","8","August","28,479","0","166"
"B00449","A KINGS HWY C/S INC.",,"2025","4","April","3,868","0","14"
"B02144","SILVER STAR LIMOUSINES, INC.",,"2018","3","March","347","0","10"
"B01197","TEL-A-CAR OF NEW YORK, LLC",,"2015","4","April","7,443","0","117"
"B00271","UTOG 2-WAY RADIO INC","UTOG CORPORATE CAR SERVICE","2023","3","March","4,085","0","85"
"B02110","OPTIMUM CAR & LIMO, INC.",,"2021","3","March","1,739","0","16"
"B02379","THE OPTION TRANSPORTATION CORP.",,"2015","11","November","1,062","0","13"
"B02163","JUNIORS EXPRESS CAR SERVICE INC.",,"2024","11","November","4,196","0","24"
"B01485","FLAMINGO TRANSP. & LIMO. SERVICES INC.",,"2017","4","April","10,420","0","51"
"B02408","PETER EXECUTIVE LIMOUSINE, CORP",,"2016","4","April","154","0","8"
"B00272","BIG APPLE CAR INC",,"2018","11","November","2,722","0","95"
"B01509","BRUNWISH ENTERPRISES,LTD.","EASTLAND CAR SERVICE","2022","9","September","1,802","0","12"
"B02641","AVENUE X CAR SERVICE INC.","PRESTIGE CAR SERVICE","2019","6","June","3,029","0","10"
"B01768","NEW SUPERIOR RADIO GRP CORP",,"2020","5","May","1,348","0","14"
"B01313","JOY CAR SERVICES INC.",,"2015","6","June","558","0","62"
"B02253","CRESTWOOD CAR & LIMO SVC,LTD",,"2015","7","July","264","0","14"
"B00254","XYZ TWO WAY RADIO",,"2023","1","January","5,839","0","110"
"B02531","CLEAN AIR CAR SERVICE AND PARKING CORP.",,"2016","3","March","3,206","0","36"
"B01432","TOVAR TRANSPORTATION INC",,"2015","7","July","6,239","0","26"
"B03158","SPOTON.PET LLC",,"2023","9","September","23","0","3"
"B01364","NY ATLIXCO CAR SERVICE INC",,"2025","11","November","692","0","11"
"B01600","R & N CAR SERVICE INC.","EVERYWHERE CAR SERVICE","2019","6","June","322","0","17"
"B00222","REYNO CAR SVC, INC.",,"2022","4","April","873","0","6"
"B02160","12TH STREET LUXURY CARS, INC.",,"2016","4","April","192","0","24"
"B01285","UNION RADIO DISPATCH INC",,"2026","4","April","4,230","0","92"
"B02461","NEW HEAVEN RADIO DISPATCH CORP",,"2019","6","June","5,797","0","55"
"B01469","BROTHERS CAR SERVICE, INC.",,"2025","5","May","13,079","0","99"
"B01743","TWO-WAY BLACK CARS AND RADIO GROUP TRANS INC",,"2023","3","March","4,098","0","245"
"B02901","GALLANT LUXURY SERVICE CORP.",,"2016","3","March","32","0","3"
"B01236","BLS LIMO SVC OF NY INC",,"2015","9","September","3,561","0","56"
"B01979","DREAMLAND CAR & LIMO.SVC INC.",,"2017","6","June","3,340","0","21"
"B00457","PREMIUM BRONX CORP",,"2019","6","June","6,089","0","36"
"B02677","A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,"2021","4","April","2,916","0","18"
"B03166","TURING ENTERPRISES INC.",,"2022","11","November","152","0","3"
"B01061","DAT RADIO DISP INC",,"2022","10","October","8,348","0","42"
"B02738","EXPLORER CAR SERVICE INC.",,"2018","3","March","1,633","0","15"
"B02423","77 EXPRESS CAR & LIMO SERVICE, INC.",,"2016","2","February","669","0","3"
"B02655","LONG ISLAND CITY CAR AND LIMO INC.","A2B CORPORATE SEDAN","2020","11","November","104","0","3"
"B01854","EUROPE LIMOUSINE SERVICE INC",,"2017","11","November","1,665","0","41"
"B00900","BIG Q CAR SVC. INC.",,"2025","6","June","8,434","0","47"
"B03200","L & J LOGISTICS CORP.",,"2023","5","May","1,514","0","10"
"B02095","COMMONWEALTH WORLDWIDE CHAUFFEURED TRANSP. OF NY,LLC.",,"2021","12","December","370","0","21"
"B03291","TRACY LUXURY CORP.",,"2025","7","July","2,404","0","309"
"B03060","EASTLAND BLACK CARS CORP",,"2022","9","September","5,874","0","38"
"B02833","ADVANCED LUXURY LIMO SVC. INC.",,"2016","5","May","515","0","8"
"B01492","MOBILE #1 CAR SERVICE INC.",,"2024","5","May","73","0","1"
"B03465","PRIANNAG CORP.",,"2025","9","September","740","0","7"
"B03128","RIDE SMART CORP.",,"2020","5","May","1,450","0","5"
"B01768","NEW SUPERIOR RADIO GRP CORP",,"2020","4","April","1,085","0","13"
"B01629","BBA MANAGEMENT INC.","UNITED CAR & LIMO SERVICE","2017","3","March","202","0","1"
"B02315","LA MORENITA CAR LIMO SERVICE INC",,"2017","1","January","5,946","0","35"
"B00837","CAREY LIMOUSINE NY, INC",,"2020","12","December","3,137","0","65"
"B02298","NYG LIMOUSINE LLC",,"2017","9","September","779","0","13"
"B01020","MICHAELS CAR SERVICE INC.","UNION LIMO AND CAR SERVICE INC","2025","3","March","279","0","4"
"B01351","HADERECH CAR SERVICE INC",,"2020","9","September","114","0","2"
"B01066","DOMINICANA RAD DISP INC",,"2021","7","July","376","0","4"
"B02613","NYC STAR LIMOUSINE & CAR SERVICES CORP.","NYS CAR SERVICE","2016","11","November","4,533","0","38"
"B02653","NEW COLLEGE CAR SVCE INC",,"2016","9","September","17,028","0","96"
"B03156","EPIC CAR SERVICE INC.",,"2019","3","March","2,651","0","38"
"B03299","WHITE TOP CAR SVCE INC",,"2024","12","December","5,245","0","37"
"B01196","DIPLO RAD DISP INC",,"2022","12","December","6,153","0","34"
"B00937","RIVERSIDE RADIO DISPATCHER",,"2017","11","November","42,738","0","239"
"B00911","RIVERSIDE PLUS RADIO DISPATCH, INC.","NEW WEBSTER CAR & LIMO SERVICE","2019","3","March","7,398","0","49"
"B03455","JT TRANSPORTATION CO INC",,"2023","6","June","1,692","0","30"
"B03618","EPIC NY LIMO INC",,"2026","3","March","383","0","48"
"B00222","REYNO CAR SVC, INC.",,"2020","8","August","1,031","0","8"
"B00149","RAINBOW RAD DISP INC",,"2018","3","March","2,631","0","21"
"B02517","LOS PAISANOS LUXURY C/S INC.",,"2020","12","December","110","0","5"
"B03303","MOTA LUXURY CORP.",,"2021","6","June","95","0","4"
"B01639","HIGH CLASS LIMO CAR SVCE CORP",,"2017","7","July","11,395","0","212"
"B01367","ROYAL DISPATCH SERVICES, INC.","EXECUTIVE CARS","2016","1","January","4,879","0","92"
"B02110","OPTIMUM CAR & LIMO, INC.",,"2016","5","May","1,702","0","9"
"B03682","RC TRANSPORTATION MANAGEMENT, INC.",,"2025","7","July","1","0","1"
"B03283","NORWOOD CAR & LIMO INC.",,"2022","4","April","916","0","6"
"B03158","SPOTON.PET LLC",,"2020","11","November","75","0","11"
"B01593","NOVAK GLOBAL, INC.","SKYWAY CAR SERVICE","2021","12","December","194","0","1"
"B03283","NORWOOD CAR & LIMO INC.",,"2021","12","December","1,018","0","6"
"B01338","3210 WEBSTER AV PRESTIGE C/S",,"2021","1","January","5,976","0","52"
"B01958","ST.ALBANS-HOLLIS CAR SERVICE INC.",,"2023","5","May","2,148","0","4"
"B02522","CHAUFFEURED EXECUTIVE TRANSPORTATION LLC",,"2020","11","November","12","0","1"
"B03505","LA ECUATORIANA LUXURY INC",,"2026","2","February","171","0","3"
"B03393","PARK LANE US SERVICE CORP",,"2023","9","September","58","0","16"
"B02731","EMES OF BOROPARK CAR SERVICE INC",,"2019","7","July","336","0","4"
"B01332","SKYWAY CAR SERVICE EXPRESS INC.",,"2025","8","August","19","0","2"
"B02892","SEAMAN EXPRESS CORP.",,"2018","3","March","70","0","12"
"B01197","TEL-A-CAR OF NEW YORK, LLC",,"2021","10","October","233","0","74"
"B01244","MASADA II C/L SVC INC",,"2017","4","April","1,175","0","7"
"B03202","JUPITER SELECT LLC",,"2019","11","November","290","0","8"
"B02814","BELL LX INC",,"2024","6","June","10,391","0","76"
"B01268","LAKEVIEW CARS INC.","CLOVE LAKE CARS","2022","5","May","1,776","0","81"
"B00280","FLEET RADIO DISPATCH CORP.","MINUTEMEN","2020","3","March","1,179","0","47"
"B00889","MEXICANA CAR SERVICE INC.",,"2015","12","December","21,558","0","86"
"B01663","CIBAO RADIO DISPATCH",,"2017","1","January","14,752","0","94"
"B02101","EXEC TRANSPORT INC","EAST COAST WORLDWIDE LIMOUSINE","2019","12","December","4,729","0","175"
"B00381","BELL RADIO INC",,"2022","4","April","623","0","140"
"B02664","CORPORATE CAR LTD.",,"2018","10","October","145","0","36"
"B02689","OCS LIMO CORP.",,"2016","1","January","111","0","4"
"B02641","AVENUE X CAR SERVICE INC.","PRESTIGE CAR SERVICE","2024","10","October","2,238","0","12"
"B01236","BLS LIMO SVC OF NY INC",,"2025","5","May","1,070","0","13"
"B02905","PUEBLA LUXURY CORP",,"2017","9","September","10,765","0","48"
"B02026","A RIDE FOR ALL LLC",,"2018","1","January","33","0","1"
"B03276","510 BLACK CAR CORP.",,"2023","9","September","141","0","7"
"B02252","ASIANA LIMOUSINE INC.",,"2016","4","April","1","0","1"
"B02573","SUNSET PARK CAR SERVICE INC",,"2016","12","December","4,625","0","17"
"B02339","SEDANZ INC.",,"2024","7","July","129","0","10"
"B01300","KENNEDY RAD DISP INC",,"2016","2","February","18,655","0","140"
"B03267","MANGA TRANSPORTATION CORP",,"2024","10","October","1,264","0","7"
"B03059","VOYAGER'S CAR & LIMO,INC",,"2018","3","March","431","0","3"
"B00290","ZPI CORPORATION","NATIONAL HIGH CLASS","2017","11","November","1,274","0","12"
"B01764","QUICK RIDE CORP.",,"2016","4","April","1,085","0","10"
"B03077","MGL TRANSPORT01INC",,"2018","9","September","99","0","10"
"B03051","VILLE DE LA LIBERTE CHAUFFEUR INC",,"2020","7","July","2,784","0","17"
"B02093","V.J. CAR & LIMO SVC INC.",,"2022","7","July","406","0","3"
"B01907","BEN'S LUXURY CAR & LIMOUSINE SERVICE INC",,"2019","3","March","2,186","0","39"
"B03352","DREAMS LUXURY SERVICES CORP",,"2025","9","September","2,672","0","150"
"B03388","BEN'S INTERNATIONAL LUXURY TRANSPORTATION LLC",,"2024","10","October","1,215","0","27"
"B02962","HEALTH BLACK CAR SERVICES, CORP","ADON","2020","4","April","331","0","7"
"B01079","THE METRO MARINE CAR SERVICE INC","MARINE LIMO & CAR SERVICE","2021","5","May","2,227","0","6"
"B02447","LUIGI MEMO INC.","VIEW","2018","2","February","22","0","12"
"UBER","UBER","UBER","2019","4","April","15,657,427","2,520,648","78,257"
"B01436","NEW PRONTO TRANSP INC",,"2017","12","December","1,496","0","20"
"B01854","EUROPE LIMOUSINE SERVICE INC",,"2016","8","August","1,814","0","42"
"B03726","VISION LIMO GROUP LLC",,"2026","2","February","89","0","31"
"B00318","APPLE RADIO CARS INC",,"2019","7","July","2,924","0","20"
"B00346","MERRICK C/S INC",,"2018","11","November","1,374","0","4"
"B01128","PAK-EAGLE INC.","JEWEL CAR SERVICE","2018","8","August","1,516","0","5"
"B03324","PORT RICHMOND BLACK CAR INC.",,"2026","1","January","343","0","3"
"B03105","MAZNA TRANSPORTATION CORPORATION",,"2023","5","May","377","0","16"
"B02060","AMERICAN LIMOUSINE LLC","FLYTE TYME WORLDWIDE/ADDISON LEE/TRISTAR","2017","8","August","505","0","64"
"B02653","NEW COLLEGE CAR SVCE INC",,"2016","10","October","17,140","0","97"
"B00827","CASTLE CAR SERVICE, INC",,"2022","10","October","511","0","2"
"B01129","GTWY INC","GATEWAY CAR & LIMO SVCE","2020","3","March","2,467","0","12"
"B01300","KENNEDY RAD DISP INC",,"2017","7","July","10,849","0","80"
"B01285","UNION RADIO DISPATCH INC",,"2023","1","January","4,638","0","29"
"B03002","REYNO,INC.",,"2024","1","January","1,089","0","18"
"B03204","EXTRA CAR SERVICE LLC",,"2022","10","October","1,341","0","10"
"B03016","BEST DEAL BLACK INC.",,"2019","3","March","25,856","0","130"
